time,178_y
0.0,318
0.04,318
0.08,318
0.12,318
0.16,317
0.2,317
0.24,317
0.28,318
0.32,317
0.36,318
0.4,318
0.44,318
0.48,318
0.52,318
0.56,317
0.6,317
0.64,316
0.68,316
0.72,316
0.76,316
0.8,315
0.84,315
0.88,315
0.92,315
0.96,315
1.0,315
1.04,315
1.08,316
1.12,316
1.16,316
1.2,316
1.24,316
1.28,316
1.32,316
1.36,316
1.4,316
1.44,316
1.48,317
1.52,316
1.56,317
1.6,317
1.64,317
1.68,318
1.72,318
1.76,318
1.8,318
1.84,318
1.88,318
1.92,318
1.96,318
2.0,318
2.04,318
2.08,318
2.12,318
2.16,318
2.2,318
2.24,318
2.28,318
2.32,319
2.36,319
2.4,319
2.44,319
2.48,319
2.52,319
2.56,319
2.6,319
2.64,319
2.68,318
2.72,318
2.76,318
2.8,318
2.84,318
2.88,318
2.92,319
2.96,319
3.0,319
3.04,319
3.08,319
3.12,318
3.16,319
3.2,319
3.24,319
3.28,320
3.32,323
3.36,326
3.4,325
3.44,323
3.48,322
3.52,323
3.56,324
3.6,324
3.64,326
3.68,326
3.72,325
3.76,325
3.8,326
3.84,327
3.88,327
3.92,327
3.96,326
4.0,326
4.04,326
4.08,326
4.12,325
4.16,325
4.2,325
4.24,325
4.28,324
4.32,324
4.36,324
4.4,324
4.44,324
4.48,324
4.52,324
4.56,324
4.6,324
4.64,324
4.68,324
4.72,324
4.76,324
4.8,324
4.84,324
4.88,324
4.92,324
4.96,324
5.0,324
5.04,324
5.08,324
5.12,324
5.16,324
5.2,324
5.24,324
5.28,324
5.32,324
5.36,324
5.4,324
5.44,325
5.48,325
5.52,325
5.56,324
5.6,324
5.64,324
5.68,324
5.72,324
5.76,324
5.8,324
5.84,324
5.88,324
5.92,325
5.96,328
6.0,327
6.04,326
6.08,326
6.12,329
6.16,331
6.2,333
6.24,333
6.28,333
6.32,332
6.36,330
6.4,330
6.44,330
6.48,330
6.52,331
6.56,332
6.6,333
6.64,332
6.68,332
6.72,333
6.76,333
6.8,332
6.84,332
6.88,332
6.92,332
6.96,331
7.0,331
7.04,331
7.08,331
7.12,331
7.16,331
7.2,331
7.24,331
7.28,331
7.32,330
7.36,330
7.4,330
7.44,330
7.48,329
7.52,329
7.56,329
7.6,329
7.64,329
7.68,329
7.72,329
7.76,328
7.8,328
7.84,328
7.88,328
7.92,328
7.96,328
8.0,329
8.04,328
8.08,328
8.12,328
8.16,328
8.2,327
8.24,327
8.28,327
8.32,327
8.36,327
8.4,327
8.44,327
8.48,327
8.52,327
8.56,327
8.6,327
8.64,327
8.68,327
8.72,327
8.76,327
8.8,326
8.84,326
8.88,326
8.92,326
8.96,326
9.0,326
9.04,326
9.08,326
9.12,326
9.16,325
9.2,325
9.24,324
9.28,326
9.32,327
9.36,327
9.4,326
9.44,325
9.48,327
9.52,331
9.56,333
9.6,332
9.64,332
9.68,335
9.72,338
9.76,340
9.8,339
9.84,336
9.88,333
9.92,330
9.96,329
10.0,331
10.04,334
10.08,336
10.12,334
10.16,334
10.2,334
10.24,335
10.28,335
10.32,336
